,num_of_objects_around_star,right_ascension,declination,g_band_mag,r_band_mag,i_band_mag,z_band_mag,j_band_mag,h_band_mag,k_band_mag,kepler_band_mag,num_of_transits,max_single_event_stat,max_multi_event_stat,odd_even_depth_stat,limb_dark_co4,limb_dark_co3,limb_dark_co2,limb_dark_co1,transit_signal_to_noise,planet_radius_earth,orbit_semimajor_axis,impact,transit_duration,transit_depth,orbital_period,planet_star_radius_ratio,planet_star_distance_radius,inclination,planet_temp,star_temp,star_surface_gravity,star_metallicity,star_radius,star_mass,flux_weight_offset_sig,centroid_right_ascension,centroid_declination,centroid_right_ascension_offset,centroid_declination_offset,planet_star_right_ascension_offset,planet_star_declination_offset,angular_offset_right_ascension,angular_offset_declination,angular_offset_sky,insolation_flux,star_density,classification
7676,1,284.58551,41.009579,12.156,11.762,11.659,11.64,10.787,10.511,10.453,11.809,93.0,75.812805,358.12863,0.0033,0.0,0.0,0.3036,0.3098,112.8,6.96,0.097,0.036,2.3544,1684.2,10.738427243,0.037816,36.146,89.94,1137.0,6180.0,4.007,-0.34,1.686,1.053,0.0,18.97235753,41.0095995,-0.374,0.07,0.000803,0.000141,-0.447,-0.02,0.448,394.4,7.74714,2
7683,1,293.59467,42.143082,15.152,14.377,14.112,13.958,12.907,12.417,12.274,14.424,1860.0,856.8953,11568.972,0.0,0.0,0.0,0.1908,0.5172,514.4,40.61,0.0139,0.855,2.54242,157754.0,0.721624431,0.520137,2.9512,73.16,1604.0,5067.0,4.565,-0.4,0.715,0.686,0.0,19.572984182,42.14312111,0.24751,0.14801,-0.001,-0.05,0.025,0.057,0.062,1560.97,0.93377,2
7685,1,293.83826,42.122211,13.315,12.903,12.808,12.738,11.931,11.648,11.606,12.96,125.0,911.9885,6392.967,0.7837,0.0,0.0,0.3036,0.3098,4313.4,32.48,0.0978,0.219,4.73495,45399.6,10.81589054,0.19721,20.552,89.39,1086.0,6269.0,4.109,-0.28,1.508,1.065,0.0,19.589215117,42.12215511,-0.0874,-0.1976,0.0098,-0.0009,-0.017,0.017,0.025,328.64,1.40377,2
7687,1,282.31512,43.266312,15.036,14.493,14.298,14.216,13.246,12.882,12.791,14.519,2153.0,3.5681114,11.808661,0.966,0.0,0.0,0.2865,0.3556,9.9,0.77,0.0129,0.338,1.84,80.9,0.622303871,0.008318,2.54,82.34,2032.0,5672.0,4.447,-0.6,0.853,0.742,0.002,18.820978,43.266,-1.15,-1.13,3.8e-05,9.7e-05,0.4,0.1,0.41,4050.15,0.79912,4
7691,1,288.37411,43.294319,15.771,15.289,15.13,15.059,14.178,13.818,13.753,15.322,0.0,2359.32,20355.152,-1.0,0.0,0.0,0.2979,0.3238,2624.6,48.72,0.0511,0.386,8.73393,378548.0,4.608901433,0.590973,6.2983,86.49,1007.0,5938.0,4.605,-0.74,0.755,0.844,0.0,19.224937721,43.29431227,-0.08956,-0.02783,0.007,0.056,-0.004,-0.02,0.02,242.9,0.2225,2
7693,1,291.15067,43.285301,16.514,15.085,14.191,13.693,12.394,11.755,11.555,14.888,196.0,449.32178,3452.277,0.1948,0.0,0.0,0.3976,0.3142,502.0,14.72,0.031,0.001,2.08375,178470.0,3.326193904,0.386166,16.923,90.0,521.0,3520.0,4.906,-0.2,0.349,0.358,0.0,19.410042549,43.28540056,-0.0845,0.362,0.035,0.002,-0.025,-0.002,0.025,17.41,8.28627,2
7694,1,296.1174,44.232841,16.137,15.593,15.408,15.301,14.411,14.044,13.88,15.626,106.0,559.0712,3967.1553,0.0442,0.0,0.0,0.2979,0.3238,2541.7,44.29,0.1039,0.93,5.32062,121991.0,12.823275455,0.491022,21.482,87.52,743.0,5973.0,4.562,-0.46,0.826,0.907,0.0,19.74115978,44.23286968,-0.0085,0.1068,-0.03,0.012,0.08,-0.02,0.083,72.0,1.14044,2
7696,1,297.29782,44.281658,14.349,13.921,13.787,13.734,12.837,12.58,12.457,13.955,266.0,1389.5559,13901.998,-1.0,0.0,0.0,0.3036,0.3098,5497.0,60.35,0.0584,0.725,4.90392,155614.0,5.065329723,0.429764,9.7756,85.75,1315.0,6350.0,4.233,-0.34,1.286,1.03,0.0,19.819852862,44.28165673,-0.07106,-0.01176,0.0219,0.013,-0.007,-0.006,0.009,705.6,0.68877,2
7698,1,282.11639,44.373489,15.914,15.374,15.229,15.146,14.258,13.911,13.838,15.435,140.0,256.50833,1880.2516,0.0425,0.0,0.0,0.2889,0.3511,1053.1,46.72,0.0872,1.084,4.295,65832.8,9.380632783,0.468628,16.585,86.25,846.0,5926.0,4.519,-0.12,0.913,1.004,0.0,18.80775798,44.3735173,-0.0511,0.0983,0.0248,0.003,-0.243,-0.043,0.247,120.99,0.98063,2
7699,1,288.9664,44.35693,15.336,14.637,14.39,14.258,13.191,12.739,12.651,14.674,131.0,80.204765,580.1726,0.8879,0.0,0.0,0.2337,0.4535,585.4,30.11,0.0801,1.261,3.59854,10088.0,10.064687893,0.391049,12.621,84.27,679.0,5185.0,4.571,-0.56,0.705,0.673,0.0,19.26442497,44.3570311,-0.04,0.364,0.0062,0.004,-0.077,-0.029,0.083,50.11,0.37543,2
7702,1,290.65009,45.782429,13.295,12.967,12.849,12.837,12.001,11.771,11.715,12.983,399.0,51.333126,593.68713,0.0835,0.0,0.0,0.3038,0.292,504.1,129.93,0.0506,1.281,2.14715,2707.8,3.359470825,0.338588,4.832,74.63,2421.0,6587.0,3.531,-0.62,3.514,1.53,0.0,19.37665778,45.7822829,-0.585,-0.53,0.001368,0.001299,-0.755,-0.564,0.942,8125.7,0.18907,2
7703,1,293.42542,45.760849,15.492,14.762,14.514,14.337,13.357,12.971,12.842,14.807,0.0,2993.0203,12528.959,-1.0,0.0,0.0,0.2175,0.4767,2957.7,53.87,0.134,0.575,7.53677,341973.0,20.729255112,0.615142,31.729,88.96,567.0,5256.0,4.502,-0.26,0.802,0.745,0.0,19.561696669,45.76087987,0.10055,0.10755,-0.131,-0.056,0.132,0.06,0.145,24.47,1.40629,2
7704,1,294.15503,45.70723,15.107,14.507,14.335,14.207,13.295,12.912,12.828,14.567,447.0,5.649042,9.527407,0.7658,0.0,0.0,0.2521,0.421,18.2,0.62,0.0386,0.385,7.638,66.1,3.04459739,0.007496,2.913,82.41,1076.0,5525.0,4.603,-0.36,0.753,0.843,0.113,19.610313,45.70685,-0.9,-1.4,3.7e-05,5.7e-05,0.47,-0.37,0.59,317.36,0.05043,4
7707,1,295.94705,45.741562,16.225,15.512,15.244,15.07,13.987,13.491,13.351,15.538,81.0,1298.961,8702.419,0.8937,0.0,0.0,0.2787,0.3888,3458.3,93.94,0.1066,1.368,11.5142,394232.0,15.926990634,1.323478,19.921,86.06,566.0,5191.0,4.615,-0.84,0.65,0.635,0.0,19.729805847,45.74151526,0.0696,-0.1611,-0.1,-0.1,0.077,0.065,0.101,24.16,0.58954,2
7714,1,298.71655,47.014519,13.472,13.004,12.873,12.816,11.873,11.625,11.581,13.053,356.0,1955.6256,13952.613,-1.0,0.0,0.0,0.2965,0.3342,502.0,56.15,0.0403,0.948,4.34296,120272.0,3.008602107,0.501167,6.26839,81.3,1343.0,6033.0,4.398,-0.26,1.026,0.961,0.0,19.914437299,47.01452021,0.04782,0.00077,0.0,0.0,0.01,-0.002,0.01,768.47,0.51475,2
7716,1,286.84036,47.173309,16.853,15.973,15.626,15.449,14.367,13.9,13.639,15.994,1576.0,282.0145,3594.6064,0.9463,0.0,0.0,0.2745,0.4228,1049.3,30.8,0.0142,0.779,1.79962,190191.0,0.846291334,0.536261,4.882,80.82,1243.0,4627.0,4.721,-1.26,0.526,0.53,0.0,19.122688897,47.17328726,-0.0405,-0.0819,0.0,0.0,0.044,-0.017,0.047,562.86,3.07327,2
7720,1,295.70044,48.834229,15.935,15.394,15.235,15.15,14.221,13.902,13.769,15.445,197.0,556.5768,5191.9297,0.5152,0.0,0.0,0.2916,0.3447,2025.7,62.08,0.0705,1.094,4.32742,124933.0,6.840305932,0.626114,14.587,85.7,945.0,5970.0,4.521,-0.18,0.908,0.996,0.0,19.713362388,48.83421021,0.0138,-0.0712,-0.007,-0.02,0.023,0.044,0.05,188.58,1.25497,2
7721,1,296.07492,48.8591,13.454,12.662,12.374,12.213,11.115,10.601,10.535,12.698,1198.0,3.4427924,20.868204,0.9663,0.0,0.0,0.2414,0.4351,8.3,21.22,0.0287,0.025,1.17,127.3,1.032967155,0.010249,6.84,89.79,5990.0,5283.0,2.352,-0.5,18.959,2.948,0.0,19.7383544,48.859361,0.94,0.94,-9.4e-05,-8.7e-05,0.75,0.35,0.83,304226.71,5.66547,3
7722,1,296.47736,48.85371,14.08,13.634,13.493,13.439,12.585,12.251,12.205,13.669,544.0,258.41476,3564.7332,0.2589,0.0,0.0,0.2979,0.3238,443.6,36.91,0.0341,1.185,2.84685,29838.9,2.489550708,0.425743,5.443,77.42,1281.0,6018.0,4.569,-0.7,0.794,0.853,0.0,19.765115964,48.85380511,-1.4474,0.3424,-0.0346,0.0037,3.3,-0.175,3.3,636.43,0.49213,2
7724,1,285.47064,48.927292,16.598,15.902,15.705,15.587,14.539,14.086,14.061,15.973,221.0,113.989365,773.0808,0.0,0.0,0.0,0.2396,0.4415,445.3,43.45,0.0535,1.233,2.45699,35756.4,4.81712182,0.50044,12.87,84.5,922.0,5419.0,4.581,-0.1,0.795,0.885,0.0,19.03137844,48.9272228,0.065,-0.242,0.0011,-0.0009,-0.024,-0.005,0.024,170.42,1.73986,2
7725,1,286.12268,48.923439,15.352,14.67,14.481,14.358,13.337,12.987,12.917,14.742,436.0,669.6739,7268.926,-1.0,0.0,0.0,0.2396,0.4415,489.6,35.62,0.034,0.67,5.7219,150682.0,2.479948394,0.396857,4.1744,80.76,1169.0,5391.0,4.539,-0.08,0.822,0.854,0.0,19.074847788,48.92343108,0.06344,-0.0321,0.001,-0.003,-0.002,0.006,0.007,441.85,0.22375,2
7727,1,287.04657,48.993229,14.075,13.432,13.234,13.084,12.064,11.54,11.466,13.486,0.0,1654.3236,9825.477,-1.0,0.0,0.0,0.2337,0.4535,1834.5,42.91,0.1255,0.0,21.1764,352808.0,19.668404822,0.548107,11.0209,90.0,555.0,5260.0,4.56,-0.58,0.717,0.68,0.0,19.13643941,48.99321171,0.04995,-0.06586,0.008,-0.002,0.025,-0.035,0.043,22.36,0.06546,2
7742,1,286.15421,39.065708,12.923,12.449,12.335,12.278,11.408,11.16,11.057,12.512,46.0,2474.559,7443.9375,0.0,0.0,0.0,0.291,0.3469,4403.8,93.29,0.1996,1.009,7.63621,96480.3,31.024310431,0.490678,34.07,88.3,783.0,6011.0,3.998,-0.12,1.741,1.1,0.0,19.076944005,39.06563365,-0.16752,-0.2748,0.0009,0.0025,0.015,-0.012,0.019,88.89,0.77724,2
7745,1,296.00211,39.000511,15.46,14.931,14.781,14.678,13.81,13.444,13.341,14.985,542.0,422.76193,5342.1294,0.0,0.0,0.0,0.2965,0.3342,1186.0,45.85,0.0308,1.069,4.03833,69414.0,1.992098705,0.466485,3.975,74.4,1435.0,6024.0,4.523,-0.26,0.9,0.985,0.0,19.733476125,39.00040332,0.0598,-0.384,0.0071,0.0026,-0.139,-0.016,0.14,1006.31,0.29939,2
7749,1,295.63986,40.19825,13.706,13.343,13.256,13.22,12.419,12.227,12.181,13.391,298.0,3.3957994,11.520877,0.5764,0.0,0.0,0.312,0.2913,102.3,95.86,0.0554,1.209,18.534,421.3,3.58966681,0.22878,1.259,16.21,2410.0,6564.0,3.515,-0.16,3.837,1.757,0.443,19.709306,40.19818,-0.76,-0.24,4e-05,0.0,-0.02,0.02,0.03,7969.78,0.00293,1
7751,1,296.8522,40.166519,14.094,13.552,13.348,13.212,12.302,12.016,11.961,13.572,1341.0,3.1769016,7.8120313,0.9364,0.0,0.0,0.2933,0.3271,12.5,1.94,0.0205,0.992,7.847,31.9,1.00960235,0.007366,1.013,11.91,2885.0,6028.0,3.724,-0.62,2.412,1.122,0.067,19.790077,40.16656,-2.9,0.2,2.8e-05,-1e-06,-2.218,-0.74,2.34,16358.66,0.01931,1
7753,2,297.87741,40.120781,14.279,13.865,13.753,13.701,12.854,12.684,12.602,13.911,501.0,2.7941089,7.195924,0.9084,0.0,0.0,0.307,0.3325,4.7,3.27,0.0422,0.955,0.1046,283.3,2.735152701,0.019633,71.356696,89.23,1679.0,6333.0,4.198,0.26,1.523,1.338,0.027,19.858548,40.12031,2.2,-1.7,-4.3e-05,3.2e-05,0.69,-0.88,1.12,1875.08,918.75239,1
7756,1,295.15628,41.052559,14.26,13.715,13.551,13.459,12.548,12.184,12.083,13.764,281.0,1967.0277,15494.061,0.0001,0.0,0.0,0.2665,0.398,1111.9,47.49,0.0441,0.798,3.5521,230736.0,3.79187443,0.601527,11.3819,85.98,1004.0,5622.0,4.619,-0.58,0.723,0.803,0.0,19.677085853,41.05250436,-0.00598,-0.20032,0.028,0.001,-0.027,-0.006,0.028,240.31,1.93996,2
7758,1,296.73676,41.00066,13.226,12.899,12.837,12.846,12.0,11.777,11.726,12.954,39.0,3.4713614,10.227767,0.6686,0.0,0.0,0.3215,0.2706,21.6,12.35,0.2561,0.973,10.287,502.5,34.6506368,0.027019,8.5,83.42,1191.0,6681.0,3.465,-0.18,4.185,1.866,0.389,19.7824522,41.000675,0.06,0.06,9e-05,3.6e-05,-0.03,-0.09,0.1,476.15,0.00966,1
7760,1,290.34891,41.137829,17.01,15.712,15.141,14.801,13.617,12.964,12.845,15.701,108.0,931.3995,6626.6484,0.0024,0.0,0.0,0.2238,0.5081,2907.6,34.94,0.0883,0.739,5.48853,236718.0,12.643303542,0.569347,24.387,88.26,443.0,3977.0,4.697,-0.1,0.562,0.572,0.0,19.356595499,41.13781502,0.0609,-0.0539,-0.006,0.01,0.028,-0.02,0.034,9.07,1.71638,2
7762,1,294.96524,44.360481,14.451,13.586,13.268,13.063,11.947,11.354,11.253,13.623,7.0,4.777091,7.1754837,0.203,0.0,0.0,0.2016,0.5023,10.9,14.63,0.6719,0.019,4.19,581.4,185.103836,0.021516,344.7,90.0,670.0,4992.0,2.921,-0.42,6.226,1.179,0.259,19.664364,44.36053,0.55,0.19,-0.00033,-6e-05,0.01,0.18,0.18,47.72,22.61286,1
7766,1,288.36362,42.24807,14.192,13.887,13.823,13.827,13.012,12.816,12.751,13.934,0.0,3535.7808,20670.848,-1.0,0.0,0.0,0.3167,0.273,8168.6,75.09,0.0767,0.358,5.90232,349695.0,7.002865192,0.565488,13.8464,88.52,1197.0,6818.0,4.357,-0.2,1.216,1.24,0.0,19.224242342,42.2480693,0.06563,-0.00253,0.0059,0.001,0.002,-0.009,0.009,486.09,1.02404,2
7771,1,293.07452,42.280258,14.144,13.628,13.461,13.42,12.546,12.22,12.14,13.666,150.0,762.52704,5104.599,0.0,0.0,0.0,0.2622,0.4035,1599.1,52.66,0.0849,1.104,4.62417,58790.4,9.12208711,0.464111,14.5523,85.65,904.0,5857.0,4.396,-0.04,1.039,0.981,0.0,19.538298641,42.28022598,-0.1342,-0.1225,0.0056,0.0,-0.077,-0.003,0.077,157.73,0.70059,2
7772,1,295.19839,44.419601,13.683,13.252,13.139,13.089,12.198,11.956,11.878,13.302,4.0,5.658397,8.195831,0.0,0.0,0.0,0.3023,0.3153,9.8,3.35,1.0767,0.592,9.8,246.4,366.71923,0.014984,235.7,89.86,383.0,6295.0,3.907,-0.18,2.049,1.237,0.0,19.679671,44.41949,-8.6,-0.4,0.00229,0.00015,-4.7,-0.95,4.8,5.09,1.84205,1
7778,1,286.27698,43.339142,15.763,15.282,15.137,15.073,14.157,13.792,13.726,15.325,51.0,2781.6868,5966.992,-1.0,0.0,0.0,0.3058,0.3071,156.8,50.0,0.1795,0.606,8.3777,238224.0,27.81892382,0.500443,34.84,89.0,610.0,6126.0,4.513,-0.32,0.915,0.994,0.0,19.085129757,43.33915088,-0.1156,0.0392,-0.01,0.0,0.008,-0.012,0.014,32.75,1.03359,2
7779,1,287.12943,43.344131,14.88,14.357,14.205,14.145,13.194,12.842,12.802,14.408,318.0,617.47906,6199.2515,0.0,0.0,0.0,0.2787,0.3728,976.0,43.98,0.0794,1.054,4.05376,77323.6,8.467706136,0.477765,16.574,86.35,844.0,5873.0,4.554,-0.3,0.843,0.93,0.0,19.14195183,43.34411486,-0.3994,-0.0545,0.0415,0.021,-0.575,-0.287,0.642,120.02,1.20111,1
7780,1,287.18448,43.367088,16.232,15.466,15.211,15.05,13.979,13.511,13.419,15.517,55.0,2300.6394,4912.5977,0.0386,0.0,0.0,0.1908,0.5172,268.7,30.13,0.1484,0.206,6.9719,217538.0,24.70361995,0.424455,38.163,89.69,464.0,5030.0,4.665,-0.46,0.65,0.717,0.0,19.145632258,43.36714714,0.0101,0.2057,0.27,-0.21,-0.078,0.071,0.106,10.99,1.72295,2
7781,1,292.4931,44.333439,15.088,14.432,14.234,14.127,13.13,12.731,12.653,14.49,273.0,3.5490544,14.326993,0.1436,0.0,0.0,0.2396,0.4415,36.1,16.17,0.0548,1.137,48.69,115.8,5.1348689,0.147908,1.15,8.42,1040.0,5515.0,4.357,-0.12,1.001,0.831,0.389,19.499556,44.33358,0.61,0.5,-2.6e-05,-2.2e-05,0.38,0.46,0.6,276.25,0.00109,2
7782,1,295.00055,44.321018,15.352,14.868,14.724,14.666,13.774,13.472,13.391,14.912,258.0,1573.9478,14686.157,-1.0,0.0,0.0,0.2965,0.3342,6979.7,51.51,0.0591,0.317,5.59653,296478.0,5.251918489,0.513326,10.6482,88.3,1060.0,6099.0,4.511,-0.28,0.919,1.0,0.0,19.66668896,44.32102808,-0.53083,0.0291,-0.343,0.1,0.129,-0.017,0.13,299.43,0.82803,2
7783,1,296.29739,44.333,13.138,12.745,12.64,12.625,11.766,11.499,11.434,12.789,369.0,2025.4147,14726.335,0.9782,0.0,0.0,0.3058,0.3071,5131.4,40.08,0.046,0.253,5.94104,130083.0,3.62944008,0.335823,6.1734,87.65,1351.0,6284.0,4.355,-0.36,1.093,0.986,0.0,19.75315688,44.33303189,-0.1205,0.1148,-0.0401,-0.0256,-0.015,0.113,0.114,787.91,0.33787,2
7784,1,296.3717,44.383541,15.566,14.951,14.724,14.628,13.688,13.286,13.216,14.977,0.0,3240.2207,12874.616,-1.0,0.0,0.0,0.2665,0.398,2415.6,62.75,0.2212,0.555,10.0915,359086.0,43.263305017,0.626615,50.0837,89.36,505.0,5623.0,4.4,-0.42,0.917,0.77,0.0,19.758112201,44.38358404,-0.06942,0.15853,0.009,-0.106,0.015,0.089,0.09,15.38,1.26972,2
7785,1,296.55756,44.31023,14.086,13.361,13.068,12.889,11.847,11.318,11.173,13.373,225.0,543.8765,4202.9165,0.5265,0.0,0.0,0.2386,0.4539,312.5,23.94,0.0544,0.689,8.0666,132864.0,6.042029838,0.373543,6.8671,84.24,729.0,5030.0,4.67,-1.14,0.587,0.587,0.0,19.770503713,44.31022225,-0.03812,-0.0279,0.001,0.003,-0.031,-0.002,0.031,66.7,0.16781,2
7786,1,297.1105,44.399872,16.22,15.556,15.332,15.204,14.261,13.851,13.83,15.599,455.0,283.66302,3174.9177,0.0,0.0,0.0,0.2434,0.4341,563.9,47.55,0.0379,1.062,3.16757,71631.0,2.892087553,0.471271,7.208,81.53,1225.0,5622.0,4.443,-0.16,0.924,0.864,0.0,19.80736674,44.3998905,0.0284,0.0738,0.0001,-0.002,0.007,0.037,0.038,531.42,0.84698,2
7787,1,297.29306,44.355251,13.469,12.462,12.091,11.854,10.606,10.033,9.893,12.504,121.0,3.6483917,15.072552,0.8201,0.0,0.0,0.1287,0.619,23.5,31.78,0.0882,0.013,2.79,461.0,5.40597608,0.018956,15.09,89.95,2818.0,4840.0,2.56,0.21,15.355,3.121,0.0,19.8194642,44.356214,-2.8,3.47,0.000827,-0.001067,-1.72,2.32,2.89,14885.1,2.22588,3
7793,1,292.7402,45.80151,14.128,13.771,13.691,13.661,12.84,12.59,12.563,13.822,0.0,6227.5034,22832.904,-1.0,0.0,0.0,0.3124,0.2859,3813.5,76.06,0.123,0.56,9.7746,357470.0,14.759477667,0.630297,17.69162,88.19,862.0,6522.0,4.407,-0.26,1.105,1.135,0.0,19.516015508,45.80150763,0.05678,-0.00854,0.026,-0.019,-0.001,0.002,0.002,130.69,0.48086,2
7795,1,297.20245,45.849861,12.268,12.158,12.188,12.208,11.449,11.358,11.317,12.186,673.0,2582.7007,21201.256,-1.0,0.0,0.0,0.2693,0.3195,1071.6,120.0,0.0318,0.855,4.37027,165034.0,1.588298157,0.524793,3.6825,76.57,2773.0,7742.0,4.024,-0.16,2.094,1.687,0.0,19.813493424,45.84984265,-0.14578,-0.06245,0.0,-0.002,-0.003,0.004,0.005,13941.82,0.37447,2
7796,1,297.23355,45.843262,16.799,15.476,14.879,14.568,13.37,12.738,12.562,15.455,672.0,2.8715885,7.4616175,0.9514,0.0,0.0,0.2238,0.5081,8.5,0.47,0.022,0.021,2.655,78.9,1.58826263,0.00794,4.64,89.73,862.0,3931.0,4.717,-0.1,0.544,0.564,0.856,19.815573,45.84331,0.1,0.2,-2e-05,-5e-05,-0.35,1.88,1.92,130.67,0.75056,4
7801,1,299.16739,47.185692,16.238,15.628,15.413,15.307,14.293,13.89,13.874,15.661,125.0,3.945525,9.662641,0.0406,0.0,0.0,0.2665,0.398,10.7,1.4,0.0761,0.793,3.654,298.8,8.5412411,0.017495,11.42,86.02,767.0,5602.0,4.614,-0.5,0.732,0.832,0.0,19.946938,47.17303,89.8,-45.6,-0.02595,0.01323,6.509,-5.922,8.8,81.55,0.38587,3
7802,1,283.01196,47.238602,16.552,15.848,15.558,15.421,14.46,13.994,13.919,15.856,1320.0,27.25727,48.65337,0.6385,0.0,0.0,0.2386,0.4539,79.8,31.98,0.017,1.178,1.6393,34957.0,1.013922622,0.452671,4.21,73.76,1392.0,5110.0,4.618,-0.78,0.647,0.632,0.273,18.867445,47.23879,-0.7,0.68,0.00013,-0.00012,-0.04,-0.056,0.068,883.9,1.37582,1
7803,1,287.49353,47.224659,14.259,13.76,13.569,13.48,12.539,12.184,12.082,13.776,75.0,1655.0476,7447.298,-1.0,0.0,0.0,0.2993,0.3218,4696.8,56.94,0.1232,0.252,4.36387,118355.0,17.918743061,0.319873,40.647,89.64,942.0,5870.0,3.903,-1.1,1.63,0.775,0.0,19.166236281,47.22465992,0.058,-0.00027,-0.0047,-0.0008,0.018,0.0,0.018,186.0,3.95658,2
7804,1,292.25565,47.286301,14.26,13.921,13.874,13.864,13.116,12.921,12.802,13.99,585.0,3937.802,48732.562,-1.0,0.0,0.0,0.3258,0.2769,3017.9,86.76,0.0383,0.346,10.0879,358575.0,2.287515702,0.571184,2.82956,82.97,1801.0,6773.0,4.306,0.21,1.391,1.427,0.0,19.483709242,47.2862679,-0.02778,-0.11557,0.0093,0.011,-0.003,-0.001,0.003,2484.21,0.0819,2
7805,1,294.37708,47.289928,10.789,10.576,10.547,10.573,9.774,9.611,9.532,10.629,3.0,5.7535057,7.791055,0.5802,0.0,0.0,0.3264,0.253,27.0,4.66,1.6519,0.982,22.106,338.1,659.2907,0.023224,65.6,89.14,322.0,6917.0,4.05,-0.28,1.837,1.383,0.141,19.625202,47.2903,2.3,1.2,-0.00032,-0.0002,-1.87,-13.3,13.5,2.53,0.0123,1
7808,1,284.45453,47.311951,14.916,14.463,14.31,14.267,13.376,13.027,13.058,14.492,65.0,793.6024,4422.4136,0.0317,0.0,0.0,0.2979,0.3238,2768.6,53.53,0.1433,1.045,5.73122,82601.4,20.867855659,0.482449,29.281,87.96,716.0,6095.0,4.378,-0.48,1.016,0.9,0.0,18.963636478,47.31191274,0.0651,-0.1341,0.0009,0.011,-0.004,-0.002,0.004,62.09,1.09064,2
7809,1,290.10678,48.903389,12.63,12.418,12.375,12.414,11.628,11.469,11.436,12.471,394.0,7.2402077,46.47178,0.9749,0.0,0.0,0.3165,0.2614,304.0,14.32,0.0493,0.958,16.5797,2477.0,3.401949837,0.060438,1.22571,38.63,2076.0,7094.0,3.905,-0.48,2.17,1.379,0.331,19.3404515,48.903381,-0.04,-0.03,5.5e-05,7e-06,-0.048,0.035,0.059,4391.35,0.00301,2
7813,1,295.05701,48.976349,13.388,13.109,13.073,13.075,12.269,12.093,12.053,13.178,588.0,3.673162,11.837865,0.4436,0.0,0.0,0.3189,0.274,8.8,8.61,0.0371,1.043,3.069,60.0,2.25284817,0.051553,1.295,36.39,1940.0,6850.0,4.196,-0.14,1.53,1.35,0.0,19.670456,48.97595,-0.39,-1.43,2.2e-05,7.6e-05,-0.15,-0.09,0.17,3351.24,0.0081,4
7815,1,285.21619,49.08947,10.275,10.099,10.131,10.151,9.387,9.246,9.197,10.143,201.0,109.896095,399.30194,0.8755,0.0,0.0,0.3342,0.2394,175.7,152.74,0.0716,1.0,7.8377,104242.0,5.39525573,0.498842,5.993,80.4,1992.0,7216.0,3.768,-0.12,2.804,1.682,0.0,19.014388475,49.08978926,-0.8779,1.1493,0.0,0.0,-0.49,-0.6,0.78,3721.55,0.13987,2
7823,1,291.04407,36.729271,15.251,14.777,14.626,14.544,13.609,13.298,13.277,14.813,164.0,452.52557,3704.5034,0.0,0.0,0.0,0.3065,0.299,1797.4,36.62,0.0749,1.061,4.73492,76412.9,8.460438928,0.47764,14.08662,85.68,804.0,5951.0,4.638,-1.06,0.702,0.796,0.0,19.402939985,36.7288475,0.0859,-1.521,-0.013,-0.012,0.06,0.051,0.079,98.6,0.73874,2
7825,1,296.09506,39.055439,16.25,15.637,15.45,15.323,14.518,14.072,13.944,15.69,240.0,158.72697,1560.35,0.9515,0.0,0.0,0.2889,0.3511,394.4,29.74,0.0521,0.867,2.67349,59429.0,4.318726936,0.297295,11.957,85.84,1091.0,5896.0,4.518,-0.08,0.916,1.008,0.0,19.73967351,39.0553662,0.1471,-0.2655,-0.0175,0.018,0.025,-0.039,0.047,334.31,1.734,2
7827,1,290.98013,39.186489,16.085,15.306,14.981,14.768,13.748,13.255,13.131,15.312,19.0,56.25497,165.07071,0.5568,0.0,0.0,0.2745,0.4228,151.8,22.89,0.2889,1.26,5.1822,9662.2,76.45315813,0.388134,65.6,88.9,291.0,4831.0,4.713,-1.4,0.54,0.548,0.0,19.3986677,39.186529,-0.346,0.139,0.0015,0.002,0.058,-0.1,0.115,1.7,0.9129,2
7830,1,294.5957,39.193748,13.119,12.737,12.577,12.498,11.526,11.263,11.255,12.739,209.0,656.8063,5434.5547,0.1761,0.0,0.0,0.291,0.3469,2390.4,41.77,0.0632,0.378,7.25775,38851.4,5.194256813,0.183373,6.177,86.49,1546.0,6100.0,3.895,-0.06,2.086,1.244,0.0,19.639713207,39.19367695,0.0212,-0.263,0.00411,0.0075,-0.102,-0.175,0.203,1349.96,0.16525,2
7833,1,296.24484,39.185139,14.195,13.75,13.592,13.501,12.691,12.438,12.346,13.773,223.0,1811.26,13503.378,-1.0,0.0,0.0,0.3025,0.2923,3150.9,95.58,0.0949,0.343,11.4007,205866.0,9.761172507,0.427376,9.10474,87.84,1325.0,6468.0,3.893,-0.4,2.048,1.196,0.0,19.749657319,39.18511177,0.05519,-0.10163,0.0097,0.0014,0.016,-0.005,0.017,729.48,0.14985,2
7840,1,284.85397,40.208569,13.134,13.267,13.421,13.507,12.934,12.891,12.886,13.234,454.0,4.020757,9.385214,0.9653,0.0,0.0,0.2915,0.2099,16.0,1.76,0.0461,0.628,8.689,38.4,2.31169425,0.006,1.778,69.3,3178.0,9451.0,3.97,0.07,2.679,2.441,0.0,18.990266,40.20856,0.07,-0.04,-3.5e-05,6.4e-05,1.95,-2.81,3.42,24113.62,0.01989,1
